"Id","Name","countryName","century","continentName","gender","domain"
317,"Franz Joseph I of Austria","AUSTRIA",1800,"EUROPE","Male","INSTITUTIONS"
318,"Franz Liszt","AUSTRIA",1800,"EUROPE","Male","ARTS"
319,"Franz Schubert","AUSTRIA",1700,"EUROPE","Male","ARTS"
320,"Fred Zinnemann","AUSTRIA",1900,"EUROPE","Male","ARTS"
321,"Fritz Kreisler","AUSTRIA",1800,"EUROPE","Male","ARTS"
322,"Gregor Schlierenzauer","AUSTRIA",1900,"EUROPE","Male","SPORTS"
323,"Hedy Lamarr","AUSTRIA",1900,"EUROPE","Female","ARTS"
324,"Heinz Fischer","AUSTRIA",1900,"EUROPE","Male","INSTITUTIONS"
325,"Hugo von Hofmannsthal","AUSTRIA",1800,"EUROPE","Male","HUMANITIES"
326,"Johann Strauss I","AUSTRIA",1800,"EUROPE","Male","ARTS"
327,"Johann Strauss II","AUSTRIA",1800,"EUROPE","Male","ARTS"
328,"Karl Landsteiner","AUSTRIA",1800,"EUROPE","Male","SCIENCE"
329,"Karl von Frisch","AUSTRIA",1800,"EUROPE","Male","SCIENCE"
330,"Klara Hitler","AUSTRIA",1800,"EUROPE","Female","PUBLIC FIGURE"
331,"Konrad Lorenz","AUSTRIA",1900,"EUROPE","Male","SCIENCE"
332,"Margarita of Austria","AUSTRIA",1500,"EUROPE","Female","PUBLIC FIGURE"
333,"Maria Theresa of Austria","AUSTRIA",1700,"EUROPE","Female","INSTITUTIONS"
334,"Marie Antoinette","AUSTRIA",1700,"EUROPE","Female","INSTITUTIONS"
335,"Marie Louise, Duchess of Parma","AUSTRIA",1700,"EUROPE","Female","PUBLIC FIGURE"
336,"Maximilian I of Mexico","AUSTRIA",1800,"EUROPE","Male","INSTITUTIONS"
337,"Miep Gies","AUSTRIA",1900,"EUROPE","Female","HUMANITIES"
338,"Otto Skorzeny","AUSTRIA",1900,"EUROPE","Male","INSTITUTIONS"
339,"Otto Wagner","AUSTRIA",1800,"EUROPE","Male","ARTS"
340,"Peter Drucker","AUSTRIA",1900,"EUROPE","Male","HUMANITIES"
341,"Rudolf Kirchschläger","AUSTRIA",1900,"EUROPE","Male","INSTITUTIONS"
342,"Saint Florian","AUSTRIA",200,"EUROPE","Male","INSTITUTIONS"
343,"Theodoric the Great","AUSTRIA",400,"EUROPE","Male","INSTITUTIONS"
344,"Toni Sailer","AUSTRIA",1900,"EUROPE","Male","SPORTS"
345,"Victor Francis Hess","AUSTRIA",1800,"EUROPE","Male","SCIENCE"
346,"Viktor Frankl","AUSTRIA",1900,"EUROPE","Male","SCIENCE"
347,"Walter Kohn","AUSTRIA",1900,"EUROPE","Male","SCIENCE"
348,"Walther von der Vogelweide","AUSTRIA",1100,"EUROPE","Male","HUMANITIES"
349,"Adolf Hitler","AUSTRIA",1800,"EUROPE","Male","INSTITUTIONS"
350,"Alban Berg","AUSTRIA",1800,"EUROPE","Male","ARTS"
351,"Albert II of Germany","AUSTRIA",1300,"EUROPE","Male","INSTITUTIONS"
352,"Alexander Wurz","AUSTRIA",1900,"EUROPE","Male","SPORTS"
353,"Alfred Hermann Fried","AUSTRIA",1800,"EUROPE","Male","PUBLIC FIGURE"
354,"Alois Hitler","AUSTRIA",1800,"EUROPE","Male","INSTITUTIONS"
355,"Andreas Ivanschitz","AUSTRIA",1900,"EUROPE","Male","SPORTS"
356,"Anna Freud","AUSTRIA",1800,"EUROPE","Female","SCIENCE"
357,"Anton Bruckner","AUSTRIA",1800,"EUROPE","Male","ARTS"
358,"Anton Webern","AUSTRIA",1800,"EUROPE","Male","ARTS"
359,"Aribert Heim","AUSTRIA",1900,"EUROPE","Male","SCIENCE"
360,"Arnold Schwarzenegger","AUSTRIA",1900,"EUROPE","Male","ARTS"
361,"Bruno Kreisky","AUSTRIA",1900,"EUROPE","Male","INSTITUTIONS"
362,"Carl Czerny","AUSTRIA",1700,"EUROPE","Male","ARTS"
363,"Carl Ditters von Dittersdorf","AUSTRIA",1700,"EUROPE","Male","ARTS"
364,"Charles I of Austria","AUSTRIA",1800,"EUROPE","Male","INSTITUTIONS"
365,"Christian Doppler","AUSTRIA",1800,"EUROPE","Male","SCIENCE"
366,"Christian Klien","AUSTRIA",1900,"EUROPE","Male","SPORTS"
367,"Christoph Waltz","AUSTRIA",1900,"EUROPE","Male","ARTS"
368,"Crown Prince Rudolf of Austria","AUSTRIA",1800,"EUROPE","Male","INSTITUTIONS"
369,"David Alaba","AUSTRIA",1900,"EUROPE","Male","SPORTS"
370,"Egon Schiele","AUSTRIA",1800,"EUROPE","Male","ARTS"
371,"Elfriede Jelinek","AUSTRIA",1900,"EUROPE","Female","HUMANITIES"
372,"Engelbert Dollfuss","AUSTRIA",1800,"EUROPE","Male","INSTITUTIONS"
373,"Eric R. Kandel","AUSTRIA",1900,"EUROPE","Male","SCIENCE"
374,"Ernst Happel","AUSTRIA",1900,"EUROPE","Male","SPORTS"
375,"Ernst Kaltenbrunner","AUSTRIA",1900,"EUROPE","Male","INSTITUTIONS"
376,"Erwin Schrödinger","AUSTRIA",1800,"EUROPE","Male","SCIENCE"
377,"Falco","AUSTRIA",1900,"EUROPE","Male","ARTS"
378,"Ferdinand I of Austria","AUSTRIA",1700,"EUROPE","Male","INSTITUTIONS"
379,"Ferdinand I of Bulgaria","AUSTRIA",1800,"EUROPE","Male","INSTITUTIONS"
380,"Ferdinand II, Holy Roman Emperor","AUSTRIA",1500,"EUROPE","Male","INSTITUTIONS"
381,"Ferdinand IV of Hungary","AUSTRIA",1600,"EUROPE","Male","INSTITUTIONS"
382,"Franz Grillparzer","AUSTRIA",1700,"EUROPE","Male","HUMANITIES"
383,"Frederick III, Holy Roman Emperor","AUSTRIA",1400,"EUROPE","Male","INSTITUTIONS"
384,"Friedensreich Hundertwasser","AUSTRIA",1900,"EUROPE","Male","ARTS"
385,"Friedrich Hayek","AUSTRIA",1800,"EUROPE","Male","SCIENCE"
386,"Fritz Lang","AUSTRIA",1800,"EUROPE","Male","ARTS"
387,"Georg Trakl","AUSTRIA",1800,"EUROPE","Male","HUMANITIES"
388,"Gerhard Berger","AUSTRIA",1900,"EUROPE","Male","SPORTS"
389,"Gustav Klimt","AUSTRIA",1800,"EUROPE","Male","ARTS"
390,"Gustav Meyrink","AUSTRIA",1800,"EUROPE","Male","HUMANITIES"
391,"Hans Asperger","AUSTRIA",1900,"EUROPE","Male","SCIENCE"
392,"Hans Krankl","AUSTRIA",1900,"EUROPE","Male","SPORTS"
393,"Heinrich Harrer","AUSTRIA",1900,"EUROPE","Male","SPORTS"
394,"Herbert von Karajan","AUSTRIA",1900,"EUROPE","Male","ARTS"
395,"Hermann Maier","AUSTRIA",1900,"EUROPE","Male","SPORTS"
396,"Ingeborg Bachmann","AUSTRIA",1900,"EUROPE","Female","HUMANITIES"
397,"Jörg Haider","AUSTRIA",1900,"EUROPE","Male","INSTITUTIONS"
398,"Joseph Haydn","AUSTRIA",1700,"EUROPE","Male","ARTS"
399,"Joseph I, Holy Roman Emperor","AUSTRIA",1600,"EUROPE","Male","INSTITUTIONS"
400,"Joseph II, Holy Roman Emperor","AUSTRIA",1700,"EUROPE","Male","INSTITUTIONS"
401,"Józef Antoni Poniatowski","AUSTRIA",1700,"EUROPE","Male","INSTITUTIONS"
402,"Julius Wagner-Jauregg","AUSTRIA",1800,"EUROPE","Male","SCIENCE"
403,"Jürgen Melzer","AUSTRIA",1900,"EUROPE","Male","SPORTS"
404,"Karl Popper","AUSTRIA",1900,"EUROPE","Male","HUMANITIES"
405,"Klaus Ebner","AUSTRIA",1900,"EUROPE","Male","HUMANITIES"
406,"Kurt Waldheim","AUSTRIA",1900,"EUROPE","Male","INSTITUTIONS"
407,"Leopold I, Holy Roman Emperor","AUSTRIA",1600,"EUROPE","Male","INSTITUTIONS"
408,"Leopold II, Holy Roman Emperor","AUSTRIA",1700,"EUROPE","Male","INSTITUTIONS"
409,"Lise Meitner","AUSTRIA",1800,"EUROPE","Female","SCIENCE"
410,"Ludwig Boltzmann","AUSTRIA",1800,"EUROPE","Male","SCIENCE"
411,"Ludwig Wittgenstein","AUSTRIA",1800,"EUROPE","Male","HUMANITIES"
412,"Mariana of Austria","AUSTRIA",1600,"EUROPE","Female","INSTITUTIONS"
413,"Martin Buber","AUSTRIA",1800,"EUROPE","Male","HUMANITIES"
414,"Martin Weinek","AUSTRIA",1900,"EUROPE","Male","ARTS"
415,"Matthias, Holy Roman Emperor","AUSTRIA",1500,"EUROPE","Male","INSTITUTIONS"
416,"Max Perutz","AUSTRIA",1900,"EUROPE","Male","SCIENCE"
417,"Maximilian I, Holy Roman Emperor","AUSTRIA",1400,"EUROPE","Male","INSTITUTIONS"
418,"Maximilian II, Holy Roman Emperor","AUSTRIA",1500,"EUROPE","Male","INSTITUTIONS"
419,"Maximilian Schell","AUSTRIA",1900,"EUROPE","Male","ARTS"
420,"Melanie Klein","AUSTRIA",1800,"EUROPE","Female","SCIENCE"
421,"Michael Haydn","AUSTRIA",1700,"EUROPE","Male","ARTS"
422,"Natascha Kampusch","AUSTRIA",1900,"EUROPE","Female","PUBLIC FIGURE"
423,"Niki Lauda","AUSTRIA",1900,"EUROPE","Male","SPORTS"
424,"Oskar Kokoschka","AUSTRIA",1800,"EUROPE","Male","ARTS"
425,"Otto of Greece","AUSTRIA",1800,"EUROPE","Male","INSTITUTIONS"
426,"Otto von Habsburg","AUSTRIA",1900,"EUROPE","Male","INSTITUTIONS"
427,"Otto Weininger","AUSTRIA",1800,"EUROPE","Male","HUMANITIES"
428,"Paul Feyerabend","AUSTRIA",1900,"EUROPE","Male","HUMANITIES"
429,"Peter Handke","AUSTRIA",1900,"EUROPE","Male","HUMANITIES"
430,"Richard Adolf Zsigmondy","AUSTRIA",1800,"EUROPE","Male","SCIENCE"
431,"Richard Kuhn","AUSTRIA",1900,"EUROPE","Male","SCIENCE"
432,"Robert Bárány","AUSTRIA",1800,"EUROPE","Male","SCIENCE"
433,"Robert Musil","AUSTRIA",1800,"EUROPE","Male","HUMANITIES"
434,"Roland Ratzenberger","AUSTRIA",1900,"EUROPE","Male","SPORTS"
435,"Romy Schneider","AUSTRIA",1900,"EUROPE","Female","ARTS"
436,"Rudolf II, Holy Roman Emperor","AUSTRIA",1500,"EUROPE","Male","INSTITUTIONS"
437,"Sebastian Prödl","AUSTRIA",1900,"EUROPE","Male","SPORTS"
438,"Stefan Zweig","AUSTRIA",1800,"EUROPE","Male","HUMANITIES"
439,"Thomas Klestil","AUSTRIA",1900,"EUROPE","Male","INSTITUTIONS"
440,"Thomas Morgenstern","AUSTRIA",1900,"EUROPE","Male","SPORTS"
441,"Thomas Muster","AUSTRIA",1900,"EUROPE","Male","SPORTS"
442,"Udo Jürgens","AUSTRIA",1900,"EUROPE","Male","ARTS"
443,"Werner Faymann","AUSTRIA",1900,"EUROPE","Male","INSTITUTIONS"
444,"Wolfgang Amadeus Mozart","AUSTRIA",1700,"EUROPE","Male","ARTS"
445,"Wolfgang Pauli","AUSTRIA",1900,"EUROPE","Male","SCIENCE"
446,"Wolfgang Schüssel","AUSTRIA",1900,"EUROPE","Male","INSTITUTIONS"
447,"Heydar Aliyev","AZERBAIJAN",1900,"ASIA","Male","INSTITUTIONS"
448,"Ivan Baghramian","AZERBAIJAN",1800,"ASIA","Male","INSTITUTIONS"
449,"Murad III","AZERBAIJAN",1500,"ASIA","Male","INSTITUTIONS"
450,"Richard Sorge","AZERBAIJAN",1800,"ASIA","Male","HUMANITIES"
451,"Robert Kocharian","AZERBAIJAN",1900,"ASIA","Male","INSTITUTIONS"
452,"Safura Alizadeh","AZERBAIJAN",1900,"ASIA","Female","ARTS"
453,"Serzh Sarkisyan","AZERBAIJAN",1900,"ASIA","Male","INSTITUTIONS"
454,"Teimour Radjabov","AZERBAIJAN",1900,"ASIA","Male","SPORTS"
455,"Artur Rasizade","AZERBAIJAN",1900,"ASIA","Male","INSTITUTIONS"
456,"Aysel Teymurzadeh","AZERBAIJAN",1900,"ASIA","Female","ARTS"
457,"Eldar Gasimov","AZERBAIJAN",1900,"ASIA","Male","ARTS"
458,"Garry Kasparov","AZERBAIJAN",1900,"ASIA","Male","SPORTS"
459,"Ilham Aliyev","AZERBAIJAN",1900,"ASIA","Male","INSTITUTIONS"
460,"Lev Landau","AZERBAIJAN",1900,"ASIA","Male","SCIENCE"
461,"Mstislav Rostropovich","AZERBAIJAN",1900,"ASIA","Male","ARTS"
462,"Nezami","AZERBAIJAN",1100,"ASIA","Male","HUMANITIES"
463,"Nigar Jamal","AZERBAIJAN",1900,"ASIA","Female","ARTS"
464,"Hamad bin Isa Al Khalifah","BAHRAIN",1900,"ASIA","Male","INSTITUTIONS"
465,"Jagadish Chandra Bose","BANGLADESH",1800,"ASIA","Male","SCIENCE"
466,"Khaleda Zia","BANGLADESH",1900,"ASIA","Female","INSTITUTIONS"
467,"Zillur Rahman","BANGLADESH",1900,"ASIA","Male","INSTITUTIONS"
468,"Iajuddin Ahmed","BANGLADESH",1900,"ASIA","Male","INSTITUTIONS"
469,"Muhammad Yunus","BANGLADESH",1900,"ASIA","Male","BUSINESS"
470,"Sheikh Hasina","BANGLADESH",1900,"ASIA","Female","INSTITUTIONS"
471,"Sheikh Mujibur Rahman","BANGLADESH",1900,"ASIA","Male","INSTITUTIONS"
472,"Taslima Nasrin","BANGLADESH",1900,"ASIA","Female","HUMANITIES"
473,"Rihanna","BARBADOS",1900,"NORTH AMERICA","Female","ARTS"
474,"Adam Mickiewicz","BELARUS",1700,"EUROPE","Male","HUMANITIES"
475,"Aleksandr Dedyushko","BELARUS",1900,"EUROPE","Male","ARTS"
476,"Artem Milevskiy","BELARUS",1900,"EUROPE","Male","SPORTS"
477,"Chaim Soutine","BELARUS",1800,"EUROPE","Male","ARTS"
478,"Chaim Weizmann","BELARUS",1800,"EUROPE","Male","INSTITUTIONS"
479,"Eliezer Ben-Yehuda","BELARUS",1800,"EUROPE","Male","HUMANITIES"
480,"Felix Edmundovich Dzerzhinsky","BELARUS",1800,"EUROPE","Male","INSTITUTIONS"
481,"Marc Chagall","BELARUS",1800,"EUROPE","Male","ARTS"
482,"Marek Edelman","BELARUS",1900,"EUROPE","Male","INSTITUTIONS"
483,"Maria Kaczyńska","BELARUS",1900,"EUROPE","Female","INSTITUTIONS"
484,"Ryszard Kapuściński","BELARUS",1900,"EUROPE","Male","HUMANITIES"
485,"Shimon Peres","BELARUS",1900,"EUROPE","Male","INSTITUTIONS"
486,"Simon Kuznets","BELARUS",1900,"EUROPE","Male","SCIENCE"
487,"Stanisław August Poniatowski","BELARUS",1700,"EUROPE","Male","INSTITUTIONS"
488,"Yanka Kupala","BELARUS",1800,"EUROPE","Male","HUMANITIES"
489,"Zhores Ivanovich Alferov","BELARUS",1900,"EUROPE","Male","SCIENCE"
490,"Alexander Lukashenko","BELARUS",1900,"EUROPE","Male","INSTITUTIONS"
491,"Alexander Rybak","BELARUS",1900,"EUROPE","Male","ARTS"
492,"Aliaksandr Hleb","BELARUS",1900,"EUROPE","Male","SPORTS"
493,"Andrei Gromyko","BELARUS",1900,"EUROPE","Male","INSTITUTIONS"
494,"Boris Gelfand","BELARUS",1900,"EUROPE","Male","SPORTS"
495,"Irving Berlin","BELARUS",1800,"EUROPE","Male","ARTS"
496,"Léon Bakst","BELARUS",1800,"EUROPE","Male","ARTS"
497,"Lev Vygotsky","BELARUS",1800,"EUROPE","Male","SCIENCE"
498,"Max Mirnyi","BELARUS",1900,"EUROPE","Male","SPORTS"
499,"Menachem Begin","BELARUS",1900,"EUROPE","Male","INSTITUTIONS"
500,"Olga Korbut","BELARUS",1900,"EUROPE","Female","SPORTS"
501,"Ossip Zadkine","BELARUS",1800,"EUROPE","Male","ARTS"
502,"Sergey Sidorsky","BELARUS",1900,"EUROPE","Male","INSTITUTIONS"
503,"Victoria Azarenka","BELARUS",1900,"EUROPE","Female","SPORTS"
504,"Vitaly Scherbo","BELARUS",1900,"EUROPE","Male","SPORTS"
505,"Yakub Kolas","BELARUS",1800,"EUROPE","Male","HUMANITIES"
506,"Yitzhak Shamir","BELARUS",1900,"EUROPE","Male","INSTITUTIONS"
507,"Zalman Shazar","BELARUS",1800,"ASIA","Male","INSTITUTIONS"
508,"Albert II of Belgium","BELGIUM",1900,"EUROPE","Male","INSTITUTIONS"
509,"Ambiorix","BELGIUM",-100,"EUROPE","Male","INSTITUTIONS"
510,"Amélie Nothomb","BELGIUM",1900,"EUROPE","Female","HUMANITIES"
511,"André Ernest Modeste Grétry","BELGIUM",1700,"EUROPE","Male","ARTS"
512,"Brian Molko","BELGIUM",1900,"EUROPE","Male","ARTS"
513,"Charlemagne","BELGIUM",700,"EUROPE","Male","INSTITUTIONS"
514,"Charles Martel","BELGIUM",600,"EUROPE","Male","INSTITUTIONS"
515,"Charles V, Holy Roman Emperor","BELGIUM",1500,"EUROPE","Male","INSTITUTIONS"
516,"Clovis I","BELGIUM",400,"EUROPE","Male","INSTITUTIONS"
517,"Georges Lemaître","BELGIUM",1800,"EUROPE","Male","SCIENCE"
518,"Gilles Binchois","BELGIUM",1400,"EUROPE","Male","ARTS"
519,"Hugo van der Goes","BELGIUM",1400,"EUROPE","Male","ARTS"
520,"Jan van Eyck","BELGIUM",1300,"EUROPE","Male","ARTS"
521,"Johan t'Serclaes, Count of Tilly","BELGIUM",1500,"EUROPE","Male","INSTITUTIONS"
522,"John of Gaunt, 1st Duke of Lancaster","BELGIUM",1300,"EUROPE","Male","INSTITUTIONS"
523,"Johnny Galecki","BELGIUM",1900,"EUROPE","Male","ARTS"
524,"Jules Bordet","BELGIUM",1800,"EUROPE","Male","SCIENCE"
525,"Leopold II of Belgium","BELGIUM",1800,"EUROPE","Male","INSTITUTIONS"
526,"Marguerite Yourcenar","BELGIUM",1900,"EUROPE","Female","HUMANITIES"
527,"Mary of Hungary","BELGIUM",1300,"EUROPE","Female","INSTITUTIONS"
528,"Otto III, Holy Roman Emperor","BELGIUM",900,"EUROPE","Male","INSTITUTIONS"
529,"Pippin the Younger","BELGIUM",700,"EUROPE","Male","INSTITUTIONS"
530,"Robert Campin","BELGIUM",1300,"EUROPE","Male","ARTS"
531,"Abraham Ortelius","BELGIUM",1500,"EUROPE","Male","SCIENCE"
532,"Adolphe Quetelet","BELGIUM",1700,"EUROPE","Male","SCIENCE"
533,"Adolphe Sax","BELGIUM",1800,"EUROPE","Male","SCIENCE"
534,"Albert Claude","BELGIUM",1800,"EUROPE","Male","SCIENCE"
535,"Albert I of Belgium","BELGIUM",1800,"EUROPE","Male","INSTITUTIONS"
536,"Anthony van Dyck","BELGIUM",1500,"EUROPE","Male","ARTS"
537,"Audrey Hepburn","BELGIUM",1900,"EUROPE","Female","ARTS"
538,"Auguste Marie François Beernaert","BELGIUM",1800,"EUROPE","Male","INSTITUTIONS"
539,"Baudouin of Belgium","BELGIUM",1900,"EUROPE","Male","INSTITUTIONS"
540,"Bradley Wiggins","BELGIUM",1900,"EUROPE","Male","SPORTS"
541,"César Franck","BELGIUM",1800,"EUROPE","Male","ARTS"
542,"Charles VII, Holy Roman Emperor","BELGIUM",1600,"EUROPE","Male","INSTITUTIONS"
543,"Charlotte of Belgium","BELGIUM",1800,"EUROPE","Female","PUBLIC FIGURE"
544,"Claude Lévi-Strauss","BELGIUM",1900,"EUROPE","Male","HUMANITIES"
545,"Corneille Heymans","BELGIUM",1800,"EUROPE","Male","SCIENCE"
546,"Daniel Van Buyten","BELGIUM",1900,"EUROPE","Male","SPORTS"
547,"Django Reinhardt","BELGIUM",1900,"EUROPE","Male","ARTS"
548,"Eddy Merckx","BELGIUM",1900,"EUROPE","Male","SPORTS"
549,"Eden Hazard","BELGIUM",1900,"EUROPE","Male","SPORTS"
550,"Elio Di Rupo","BELGIUM",1900,"EUROPE","Male","INSTITUTIONS"
551,"Emile Verhaeren","BELGIUM",1800,"EUROPE","Male","HUMANITIES"
552,"Father Damien","BELGIUM",1800,"EUROPE","Male","INSTITUTIONS"
553,"Frans Hals","BELGIUM",1500,"EUROPE","Male","ARTS"
554,"Georges Simenon","BELGIUM",1900,"EUROPE","Male","HUMANITIES"
555,"Gerardus Mercator","BELGIUM",1500,"EUROPE","Male","SCIENCE"
556,"Gotye","BELGIUM",1900,"EUROPE","Male","ARTS"
557,"Guillaume Dufay","BELGIUM",1300,"EUROPE","Male","ARTS"
558,"Guy Verhofstadt","BELGIUM",1900,"EUROPE","Male","INSTITUTIONS"
559,"Hadise","BELGIUM",1900,"EUROPE","Female","ARTS"
560,"Henri La Fontaine","BELGIUM",1800,"EUROPE","Male","BUSINESS"
561,"Henry van de Velde","BELGIUM",1800,"EUROPE","Male","ARTS"
562,"Hergé","BELGIUM",1900,"EUROPE","Male","ARTS"
563,"Herman Van Rompuy","BELGIUM",1900,"EUROPE","Male","INSTITUTIONS"
564,"Jacob Jordaens","BELGIUM",1500,"EUROPE","Male","ARTS"
565,"Jacques Brel","BELGIUM",1900,"EUROPE","Male","ARTS"
566,"Jacques Rogge","BELGIUM",1900,"EUROPE","Male","SCIENCE"
567,"James Ensor","BELGIUM",1800,"EUROPE","Male","ARTS"
568,"Jan Baptist van Helmont","BELGIUM",1500,"EUROPE","Male","SCIENCE"
569,"Jan Brueghel the Elder","BELGIUM",1500,"EUROPE","Male","ARTS"
570,"Jan Ceulemans","BELGIUM",1900,"EUROPE","Male","SPORTS"
571,"Jean-Claude Van Damme","BELGIUM",1900,"EUROPE","Male","ARTS"
572,"Jean-Marie Pfaff","BELGIUM",1900,"EUROPE","Male","SPORTS"
573,"Jérôme d'Ambrosio","BELGIUM",1900,"EUROPE","Male","SPORTS"
574,"Johannes Ockeghem","BELGIUM",1400,"EUROPE","Male","ARTS"
575,"Josquin Des Prez","BELGIUM",1400,"EUROPE","Male","ARTS"
576,"Julio Cortázar","BELGIUM",1900,"EUROPE","Male","HUMANITIES"
577,"Justine Henin","BELGIUM",1900,"EUROPE","Female","SPORTS"
578,"Kate Ryan","BELGIUM",1900,"EUROPE","Female","ARTS"
579,"Kim Clijsters","BELGIUM",1900,"EUROPE","Female","SPORTS"
580,"Lara Fabian","BELGIUM",1900,"EUROPE","Female","ARTS"
581,"Leo Baekeland","BELGIUM",1800,"EUROPE","Male","SCIENCE"
582,"Léon Degrelle","BELGIUM",1900,"EUROPE","Male","INSTITUTIONS"
583,"Leopold III of Belgium","BELGIUM",1900,"EUROPE","Male","INSTITUTIONS"
584,"Margaret of Austria, Duchess of Savoy","BELGIUM",1400,"EUROPE","Female","INSTITUTIONS"
585,"Maria of Austria","BELGIUM",1500,"EUROPE","Female","INSTITUTIONS"
586,"Marouane Fellaini","BELGIUM",1900,"EUROPE","Male","SPORTS"
587,"Mary of Burgundy","BELGIUM",1400,"EUROPE","Female","INSTITUTIONS"
588,"Maurice Maeterlinck","BELGIUM",1800,"EUROPE","Male","HUMANITIES"
589,"Orlande de Lassus","BELGIUM",1500,"EUROPE","Male","ARTS"
590,"Paul Deschanel","BELGIUM",1800,"EUROPE","Male","INSTITUTIONS"
591,"Paul-Henri Spaak","BELGIUM",1800,"EUROPE","Male","INSTITUTIONS"
592,"Peyo","BELGIUM",1900,"EUROPE","Male","ARTS"
593,"Philip I of Castile","BELGIUM",1400,"EUROPE","Male","INSTITUTIONS"
594,"Philippe Gilbert","BELGIUM",1900,"EUROPE","Male","SPORTS"
595,"Philippe, Duke of Brabant","BELGIUM",1900,"EUROPE","Male","INSTITUTIONS"
596,"Pieter Brueghel the Younger","BELGIUM",1500,"EUROPE","Male","ARTS"
597,"René Magritte","BELGIUM",1800,"EUROPE","Male","ARTS"
598,"Richie de Laet","BELGIUM",1900,"EUROPE","Male","SPORTS"
599,"Roger van der Weyden","BELGIUM",1400,"EUROPE","Male","ARTS"
600,"Romelu Lukaku","BELGIUM",1900,"EUROPE","Male","SPORTS"
601,"Simon Stevin","BELGIUM",1500,"EUROPE","Male","SCIENCE"
602,"Thibaut Courtois","BELGIUM",1900,"EUROPE","Male","SPORTS"
603,"Thomas Vermaelen","BELGIUM",1900,"EUROPE","Male","SPORTS"
604,"Tom Boonen","BELGIUM",1900,"EUROPE","Male","SPORTS"
605,"Tony Parker","BELGIUM",1900,"EUROPE","Male","SPORTS"
606,"Vesalius","BELGIUM",1500,"EUROPE","Male","SCIENCE"
607,"Victor Horta","BELGIUM",1800,"EUROPE","Male","ARTS"
608,"Vincent Kompany","BELGIUM",1900,"EUROPE","Male","SPORTS"
609,"Violetta Villas","BELGIUM",1900,"EUROPE","Female","ARTS"
610,"William III of the Netherlands","BELGIUM",1800,"EUROPE","Male","INSTITUTIONS"
611,"Wouter Weylandt","BELGIUM",1900,"EUROPE","Male","SPORTS"
612,"Xavier Malisse","BELGIUM",1900,"EUROPE","Male","SPORTS"
613,"Yves Chauvin","BELGIUM",1900,"EUROPE","Male","SCIENCE"
614,"Yves Leterme","BELGIUM",1900,"EUROPE","Male","INSTITUTIONS"
615,"Gangnihessou","BENIN",1500,"AFRICA","Male","INSTITUTIONS"
616,"Mathieu Kérékou","BENIN",1900,"AFRICA","Male","INSTITUTIONS"
617,"Djimon Hounsou","BENIN",1900,"AFRICA","Male","ARTS"
618,"Yayi Boni","BENIN",1900,"AFRICA","Male","INSTITUTIONS"
619,"Lena Headey","BERMUDA",1900,"NORTH AMERICA","Female","ARTS"
620,"Jigme Khesar Namgyal Wangchuck","BHUTAN",1900,"ASIA","Male","INSTITUTIONS"
621,"Jigme Singye Wangchuck","BHUTAN",1900,"ASIA","Male","INSTITUTIONS"
622,"Lyonpo Jigme Thinley","BHUTAN",1900,"ASIA","Male","INSTITUTIONS"
623,"Jigme Dorji Wangchuck","BHUTAN",1900,"ASIA","Male","INSTITUTIONS"
624,"Carlos Mesa","BOLIVIA",1900,"SOUTH AMERICA","Male","INSTITUTIONS"
625,"Evo Morales","BOLIVIA",1900,"SOUTH AMERICA","Male","INSTITUTIONS"
626,"Ante Pavelić","BOSNIA AND HERZEGOVINA",1800,"EUROPE","Male","INSTITUTIONS"
627,"Gavrilo Princip","BOSNIA AND HERZEGOVINA",1800,"EUROPE","Male","PUBLIC FIGURE"
628,"Ivan Ljubičić","BOSNIA AND HERZEGOVINA",1900,"EUROPE","Male","SPORTS"
629,"Mehmed-paša Sokolović","BOSNIA AND HERZEGOVINA",1500,"EUROPE","Male","INSTITUTIONS"
630,"Mladen Petrić","BOSNIA AND HERZEGOVINA",1900,"EUROPE","Male","SPORTS"
631,"Ratko Mladić","BOSNIA AND HERZEGOVINA",1900,"EUROPE","Male","INSTITUTIONS"
632,"Savo Milošević","BOSNIA AND HERZEGOVINA",1900,"EUROPE","Male","SPORTS"
633,"Vukašin Brajić","BOSNIA AND HERZEGOVINA",1900,"EUROPE","Male","ARTS"
634,"Zoran Đinđić","BOSNIA AND HERZEGOVINA",1900,"EUROPE","Male","INSTITUTIONS"
635,"Alija Izetbegović","BOSNIA AND HERZEGOVINA",1900,"EUROPE","Male","INSTITUTIONS"
636,"Boris Tadić","BOSNIA AND HERZEGOVINA",1900,"EUROPE","Male","INSTITUTIONS"
637,"Branko Crvenkovski","BOSNIA AND HERZEGOVINA",1900,"EUROPE","Male","INSTITUTIONS"
638,"Dragan Đokanović","BOSNIA AND HERZEGOVINA",1900,"EUROPE","Male","INSTITUTIONS"
639,"Edin Džeko","BOSNIA AND HERZEGOVINA",1900,"EUROPE","Male","SPORTS"
640,"Emir Kusturica","BOSNIA AND HERZEGOVINA",1900,"EUROPE","Male","ARTS"
641,"Goran Bregović","BOSNIA AND HERZEGOVINA",1900,"EUROPE","Male","ARTS"
642,"Haris Silajdžić","BOSNIA AND HERZEGOVINA",1900,"EUROPE","Male","INSTITUTIONS"
